Title,URL,Section,Text
Day of AI USA,https://www.dayofaiusa.org/curriculum/grades-3-5,Lesson 1: What is AI? | 45-60 minutes,"Please register to gain access to all of the resources.
Lesson 1: What is AI? | 45-60 minutes
What do we mean by Artificial Intelligence?
Objectives
In this lesson, we will learn what it means to have artificial intelligence.
We will learn to tell if a device or item uses artificial intelligence.
Vocabulary
Artificial intelligence, n. a program made by people that makes computers do things that seem intelligent (or smart) in the same way that humans are intelligent
Artificial, adj. made by humans, especially in imitation of something natural
Intelligence, n. the ability to learn or understand
Understand, v. to grasp the meaning of
Perceive, v. to become aware of, know, or identify through one of the senses (sight, taste, smell, hear, touch)
Interact, v. to communicate with or react
Generative, adj. relating to or characterized by the ability to generate or produce something new
Resources
Slide Deck
Robot Dog video
Self-Driving Car video
Optional: Vocabulary cards
Activity Steps
Ask students what they think when they hear ""artificial intelligence"".
After a few minutes, tell the students that we should look at each word separately to develop a good definition for AI. The word artificial describes what is not natural and is usually made by people. Have the class share examples of things that are ""artificial."" Use a whiteboard or chart paper to write down definitions or examples they come up with. Or, type them onto a slide. (Artificial flavoring in food, artificial body parts, etc.) Use the example of fresh-grown watermelon being natural and watermelon-flavored gum not natural. Point out the photo that says ""artificially flavored."" Make sure to point out and ensure that technology, machines, and robots are not natural.
Move on to Intelligence. Intelligence is something related to using your mind to understand what is happening, apply knowledge, solve problems, and be creative (there are no simple definitions of intelligence!) Have the class share actions they would describe as intelligent. Ensure you consider intelligence in areas other than ""getting good grades."" If no one explicitly says them, make sure you write the ability to understand, learn, and plan.
Connecting the two ideas, share the definition of artificial intelligence slide.
Show the following toy pet video OR self-driving car video (for older grades).
Ask the students if they thought the pets in the video were artificially intelligent. Why or why not? Project the 5 Big Ideas of AI slide. Explain to students that something artificially intelligent can do any of these four things: 1) perceive and understand its environment, 2) reason and plan to make decisions, 3) learn new knowledge and skills, and 4) interact with humans and the environment. These are four of the Five Big Ideas of AI. The fifth idea is the impact on society.
Go through each area as indicated on the slides. Ask students how we perceive, reason, plan, learn, and interact. Allow them time to respond. Let them also reflect on whether the dog robot did that for each area. Once students have reached an answer, click on the rectangle to reveal a possible answer. This activity may require the lesson to be split for time purposes.
This activity may require the lesson to be split for time purposes.
Once you feel the students understand the big ideas of AI, you can move on to the game portion of the activity.
AI or Not?
Objectives
Students will be able to identify examples of AI
Students will be able to construct viable arguments supported by reasons and evidence.
✏️ Note — Notes/Alternate Lesson Structure There are several ways you might structure this activity. One is a full class debate over each example, where the class is involved in open discussions to decide if examples are AI or not. Another is to assign smaller groups to each example and then have them share their opinions with the whole group. Students must use strong reasoning skills to argue for their opinions in either setup. To model the type of thinking you expect from students in this activity, you may choose to talk through one or two examples yourself before opening up to full class discussion or sending off students to work in a small group.
✏️ Note — Notes/Alternate Lesson Structure
There are several ways you might structure this activity. One is a full class debate over each example, where the class is involved in open discussions to decide if examples are AI or not. Another is to assign smaller groups to each example and then have them share their opinions with the whole group. Students must use strong reasoning skills to argue for their opinions in either setup.
To model the type of thinking you expect from students in this activity, you may choose to talk through one or two examples yourself before opening up to full class discussion or sending off students to work in a small group.
Activity Steps
Explain to students that now that they have a definition of artificial intelligence, we will play a game and apply that definition to several examples to see if they are AI.
When reviewing these examples, remind students of the key questions that help distinguish AI: Does the example perceive/understand its environment? There is a difference between perceiving/understanding the environment and sensing it. A camera senses light and colors but does not know what objects they represent. Does the example continue to learn? There is a difference between learning and using a knowledge bank. Computer programs that play solved games, simple games without an element of chance, like Tic-Tac-Toe or Checkers, can win every time. However, they are not learning how to beat their opponent; they are following exact mathematical instructions for the game. Games like chess require a computer to react to their opponent's strategy. Does the example make plans or decisions on its own? There is a difference between making a plan and following a plan. GPS apps make a plan. Does the example interact with its environment? There is a difference between interacting with an environment and following a script. Automated phone tellers, like those in voicemail, can talk with you but follow a rigid script. Modern voice assistants can respond to almost any question, no matter how you phrase it. Who is thinking - ""Where is the intelligence?"" - with the humans who programmed it or with the device/program? This is a catch-all for an example. If a system does one of the four intelligent things above, think about how it works. Is it taking intelligent actions independently, or did all of the intelligence come from the humans who programmed it?
Does the example perceive/understand its environment? There is a difference between perceiving/understanding the environment and sensing it. A camera senses light and colors but does not know what objects they represent.
Does the example perceive/understand its environment?
There is a difference between perceiving/understanding the environment and sensing it. A camera senses light and colors but does not know what objects they represent.
Does the example continue to learn? There is a difference between learning and using a knowledge bank. Computer programs that play solved games, simple games without an element of chance, like Tic-Tac-Toe or Checkers, can win every time. However, they are not learning how to beat their opponent; they are following exact mathematical instructions for the game. Games like chess require a computer to react to their opponent's strategy.
Does the example continue to learn?
There is a difference between learning and using a knowledge bank. Computer programs that play solved games, simple games without an element of chance, like Tic-Tac-Toe or Checkers, can win every time. However, they are not learning how to beat their opponent; they are following exact mathematical instructions for the game. Games like chess require a computer to react to their opponent's strategy.
Does the example make plans or decisions on its own? There is a difference between making a plan and following a plan. GPS apps make a plan.
Does the example make plans or decisions on its own?
There is a difference between making a plan and following a plan. GPS apps make a plan.
Does the example interact with its environment? There is a difference between interacting with an environment and following a script. Automated phone tellers, like those in voicemail, can talk with you but follow a rigid script. Modern voice assistants can respond to almost any question, no matter how you phrase it.
Does the example interact with its environment?
There is a difference between interacting with an environment and following a script. Automated phone tellers, like those in voicemail, can talk with you but follow a rigid script. Modern voice assistants can respond to almost any question, no matter how you phrase it.
Who is thinking - ""Where is the intelligence?"" - with the humans who programmed it or with the device/program? This is a catch-all for an example. If a system does one of the four intelligent things above, think about how it works. Is it taking intelligent actions independently, or did all of the intelligence come from the humans who programmed it?
Who is thinking - ""Where is the intelligence?"" - with the humans who programmed it or with the device/program?
This is a catch-all for an example. If a system does one of the four intelligent things above, think about how it works. Is it taking intelligent actions independently, or did all of the intelligence come from the humans who programmed it?
Possible Explanations
✏️ Note Depending on your class, you can also model for students how to construct a logical argument, giving reasons and evidence to support whether an example is AI or not. For example, you might think out loud: ""I believe that Pacman ghosts are NOT AI because they just follow their programming without getting better over time. The ghosts behave the same way no matter what level you are on."" This argument has a claim, reason, and evidence.
✏️ Note
Depending on your class, you can also model for students how to construct a logical argument, giving reasons and evidence to support whether an example is AI or not. For example, you might think out loud: ""I believe that Pacman ghosts are NOT AI because they just follow their programming without getting better over time. The ghosts behave the same way no matter what level you are on."" This argument has a claim, reason, and evidence.
If running this activity in a full class discussion, display each example and open a discussion about whether it is AI. If you break the class into small groups, have students develop an argument for whether each example given is AI or not
If you have the students working in small groups, bring them back together to share their responses as a whole class.
You can ""un-skip"" the explanation slides or use it as a reference during discussions.
Review the last slide and ask students to answer, ""Can you explain artificial intelligence?"" Use this opportunity to gauge students' understanding of the lesson.
✏️ Note Students must leave this session with a strong understanding of artificial intelligence and how it differs from traditional computer programming or other ""automated"" technology, such as automatic doors, to fully grasp the subsequent work in this course about artificial intelligence. One of the most effective ways to think about this distinction is to ask, ""Where does the intelligence, or thinking, take place?"" For artificially intelligent programs, the program makes the decisions (for example, YouTube's algorithm comes up with recommendations, and a self-driving car decides whether to stop). In non-examples of artificial intelligence, the human programmers tell the computer how to respond to specific commands (a human must program an automatic door to open when a certain signal is triggered; a remote control robot must be controlled by a human, etc.).
✏️ Note
Students must leave this session with a strong understanding of artificial intelligence and how it differs from traditional computer programming or other ""automated"" technology, such as automatic doors, to fully grasp the subsequent work in this course about artificial intelligence.
One of the most effective ways to think about this distinction is to ask, ""Where does the intelligence, or thinking, take place?"" For artificially intelligent programs, the program makes the decisions (for example, YouTube's algorithm comes up with recommendations, and a self-driving car decides whether to stop). In non-examples of artificial intelligence, the human programmers tell the computer how to respond to specific commands (a human must program an automatic door to open when a certain signal is triggered; a remote control robot must be controlled by a human, etc.).
Considerations for Universal Design for Learning (UDL)
Multiple Means of Engagement
Allow students to choose the devices or AI-related examples they explore in the lesson. Some students might be more interested in AI in gaming, while others may find AI in household devices more relatable.
Relate AI concepts to students' daily experiences. For example, ask students to identify devices at home or apps on their phones that may use AI. This can help make the lesson feel more relevant.
Use small group discussions or pair-share activities to allow students to share what they know about AI and hear from others.
Multiple Means of Representation
Break down complex terms into more straightforward language and provide relatable examples. For instance, when explaining algorithms, use familiar tasks like ""steps to make a sandwich"" or another culturally appropriate example to illustrate the concept.
Multiple Means of Action & Expression
Let students demonstrate their understanding of AI differently: writing, drawing, creating a digital presentation, or recording a video. For example, they could illustrate the steps an AI takes or make a short video explaining how an AI device they use works.
Provide sentence starters or structured outlines for students who need extra support expressing their ideas. For example, ""One way AI can help people is..."" or ""A smart device that uses AI is... because...."""
